Smiles	p_value_original	p_value_trained	active_entry_original	inactive_entry_original	active_entry_trained	inactive_entry_trained	category	accuracy
N=C(CN1CCCCC1)S	0,00492	0,00004	14.0	2.0	16.0	0.0	7	0.9099999999999998
OC(C)C(C)CC	0,0035	3,55E-6	17.0	3.0	20.0	0.0	7	0.9064999999999998
N=NNC(=N)S	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.9171428571428571
null	0E0	5,0E-18	0.0	0.0	78.0	3.0	0	0.8702469135802472
C=C2C(=CC)C1=CC=CC=C1N2C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.85
O=C(O)CCC(NC)CC	7,29E-7	2,7E-14	58.0	13.0	67.0	4.0	7	0.8745070422535215
N(=C)C=C(N)C	8,E-155	2,E-213	1000.0	108.0	1054.0	54.0	0	0.9113537906137278
OC(C)C(OP)C(O)C	0,00198	0,00189	10.0	0.0	10.0	0.0	7	0.9259999999999999
N=CNC(=C)N	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8116666666666666
C=CC(=CC)CN1CC2(C1)(CCN(CC2)S)	0,00198	0E0	10.0	0.0	0.0	0.0	5	0.0
null	0E0	0,00101	0.0	0.0	11.0	0.0	0	0.7618181818181817
null	0E0	1,9E-13	0.0	0.0	100.0	17.0	0	0.8674358974358968
O=C(N)C=NC	5,0E-29	3,0E-29	111.0	1.0	111.0	1.0	0	0.9441071428571426
O=C(O)C(=C(C)C)N(C)C	1,73E-7	1,54E-7	25.0	0.0	25.0	0.0	7	0.9103999999999999
OC=1C=CC(=CC=1(OC(=C)C))C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.8871428571428572
OC(CC)C(N)C	0,00647	0,03319	11.0	1.0	10.0	2.0	7	0.8241666666666666
FC(F)(F)C(=NN)C=C	0,02386	0E0	6.0	0.0	0.0	0.0	2	0.0
NC1(C)(CCCCC1)	0,00106	0E0	11.0	0.0	0.0	0.0	5	0.0
O=S(=O)(C1=CC=CC=C1)N3CCC2(CCN(CC)CC2)CC3	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
OC1=NC(C1(NC))S	5,4E-10	1,2E-11	39.0	1.0	40.0	0.0	7	0.9119999999999999
OC1=CC=C(OC)C=C1	7,9E-14	1,9E-18	62.0	3.0	65.0	0.0	0	0.9186153846153848
O=C(O)CN(C)C	0,00002	0,00007	33.0	5.0	32.0	6.0	7	0.8286842105263159
N=C(N)C(=CN)C1=CC=C(C=C1)N(C)C	0,00009	0,00008	15.0	0.0	15.0	0.0	0	0.9166666666666666
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7683333333333332
NCN(CC)CC	0,01327	0,01265	12.0	2.0	12.0	2.0	7	0.7914285714285716
O=C(O)C(N)CN	0,01905	0,00189	9.0	1.0	10.0	0.0	7	0.873
null	0E0	0,00098	0.0	0.0	17.0	2.0	0	0.8310526315789474
NC1(C)(CCN(CC)CC1)	0,0345	0,00054	10.0	2.0	12.0	0.0	7	0.7033333333333335
null	0E0	0,00007	0.0	0.0	32.0	6.0	0	0.7847368421052632
O=C(N1CCCC2(C1)(CN(C)CC2))C	0,01114	0,01067	10.0	1.0	10.0	1.0	7	0.8172727272727275
O(C1=CC=CC(=C1)C)C	2,2E-14	1,9E-28	95.0	13.0	149.0	11.0	0	0.8873124999999993
O=C(C(=C(O)N)C(=O)C)C	0,02195	0,00465	13.0	3.0	14.0	2.0	7	0.8375
N=C(C1=CC=C(N)C=C1)C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.73
null	0E0	0,00008	0.0	0.0	15.0	0.0	0	0.7766666666666667
OC(C)C(C)(C(C)C)C(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.9183333333333333
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.8499999999999999
O=C(N4CCC3(CCN(C1=CC=CC(=C1)C2=CC=CC=C2)CC3)CC4)C	0,03233	0,03126	8.0	1.0	8.0	1.0	0	0.7
N=C(NC(C=C)=CC)NC	0,02386	0E0	6.0	0.0	0.0	0.0	2	0.0
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7949999999999999
O=C(N1CCCC3(C1)(CN(CC2=CC(=CC(=C2)C)C)CC3))C	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.8462500000000002
null	0E0	0,01067	0.0	0.0	10.0	1.0	0	0.8236363636363637
null	0E0	0,00096	0.0	0.0	24.0	5.0	0	0.779310344827586
OC=C(C=C)C(=C)N	0,01114	0,00101	10.0	1.0	11.0	0.0	0	0.9590909090909091
N(CC)(CC)CC(C)C	8,66E-8	6,99E-8	56.0	10.0	56.0	10.0	7	0.8600000000000004
OC1=CC=CC=C1C(=C)C	1,06E-7	4,5E-10	37.0	3.0	39.0	1.0	0	0.9252500000000003
O=C(N1CCCC3(C1)(CN(CC2=CC=CC=C2(OC))CC3))C	0,03233	0E0	8.0	1.0	0.0	0.0	5	0.0
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.765
null	0E0	0,01834	0.0	0.0	9.0	1.0	0	0.8240000000000001
O=C(C(C(=N)C)=C(O)C)N1CCC(C)(C)CC1	0,00007	0E0	30.0	5.0	0.0	0.0	5	0.0
N=C(N)C1=CC=C(N)C=C1	2,71E-6	0,00002	28.0	2.0	27.0	3.0	0	0.919666666666667
O(C)C2CN1CCC2(CC1)	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
CN1(C)(CCCC1)	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.895
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.8066666666666666
O=S(=O)(N)C1=CC=C(C=C1)C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
O=C(O)C5(N(C)CC4CC2=C(C=C(C(=O)N1CCCC1)N2CC3=CC=CC=C3)C45)(CC)	0,01327	0,00015	12.0	2.0	14.0	0.0	7	0.7685714285714286
C=C(C(=C(C)C)N(C)C)C	0,0128	0E0	7.0	0.0	0.0	0.0	2	0.0
CCCN(C)(C)C	1,2E-17	1,2E-13	81.0	4.0	77.0	8.0	7	0.8619999999999997
N=C(O)C(C(C)C)C(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
N=C1C(N=CN1C(O)C)=C	6,69E-9	1,4E-14	51.0	6.0	56.0	1.0	7	0.9378947368421057
O=C(O)CCN	0,00373	0,00354	12.0	1.0	12.0	1.0	7	0.8623076923076923
FC=3C=CC=C(N=C(O)N2CCC1(CCNCC1)CC2)C=3	0,00811	0E0	13.0	2.0	0.0	0.0	5	0.0
O=C(C1=CC(=CC(=C1)C)C)N3CCC2(CN(CC)CCC2)(CC3)	0,0345	0E0	10.0	2.0	0.0	0.0	5	0.0
C=1C=C(C=CC=1C)C(C)C	0,00811	0,01067	13.0	2.0	10.0	1.0	7	0.7599999999999999
O=C(N1CCC(CN)(CC)CC1)CO	0,00002	0E0	30.0	4.0	0.0	0.0	5	0.0
null	0E0	0,00005	0.0	0.0	28.0	4.0	0	0.7903125000000001
null	0E0	0,00203	0.0	0.0	13.0	1.0	0	0.8414285714285714
C=C(CN(C)C)S	2,7E-14	4,3E-18	71.0	5.0	74.0	2.0	0	0.9190789473684213
null	0E0	0,00017	0.0	0.0	30.0	6.0	0	0.7850000000000001
O=S(=O)(O)CN	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.9366666666666666
ON(C)(C)C	0,03233	0,00353	8.0	1.0	9.0	0.0	7	0.8344444444444444
OC1=C(C=C(C=C1C(C)(C)C)C)C	0,00057	0E0	12.0	0.0	0.0	0.0	2	0.0
null	0E0	0,01265	0.0	0.0	12.0	2.0	0	0.882142857142857
N#CC=1C=CC=C(C=1)C(=C)N	0,00198	0,00189	10.0	0.0	10.0	0.0	0	0.959
N=C(NCCNC)C	0,00003	0E0	29.0	4.0	0.0	0.0	2	0.0
OC(=C)C(C)(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.86
O=C(O)C(C)(C)C	0,00002	4,73E-7	32.0	5.0	34.0	3.0	7	0.8910810810810811
C=CC=CS	9,5E-40	3,4E-45	237.0	23.0	242.0	18.0	0	0.9167692307692316
N=C(C=1N=CN(C=1(N))C)S	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8333333333333334
CCN(CC)(CC)CC	0,00011	0E0	24.0	3.0	0.0	0.0	5	0.0
N=C(C=C(O)C)C	0,03233	0E0	8.0	1.0	0.0	0.0	2	0.0
OC(=NC(CO)CC)C1CNCCC1(N)	0,00106	0E0	11.0	0.0	0.0	0.0	5	0.0
O=C(O)NC(C(C=C)=CC)C1(C)(CC1(C))	0,00005	0E0	33.0	6.0	0.0	0.0	2	0.0
null	0E0	0,01834	0.0	0.0	9.0	1.0	0	0.8240000000000001
CCCCCN(C)(C)C	0,00005	0,00465	16.0	0.0	14.0	2.0	7	0.8150000000000001
O(C=C(C)C)C	1,1E-15	7,0E-17	80.0	6.0	81.0	5.0	0	0.9362790697674414
N1=CC=CC(=C1)C	5,9E-16	3,1E-17	166.0	40.0	145.0	28.0	0	0.9076300578034676
null	0E0	0,00189	0.0	0.0	10.0	0.0	0	0.7380000000000001
CCC(CC)C(C)(C)C	9,53E-7	1,4E-12	53.0	11.0	60.0	4.0	7	0.8667187499999999
C=1C=C(C=CC=1C)Br	0,00647	0,00661	11.0	1.0	8.0	0.0	0	0.7637499999999999
N=C(S)SC(=C)C	0,0007	0,00465	15.0	1.0	14.0	2.0	0	0.795
O=C(C)C(CC)C(C)(C)C	0,03233	0,00001	8.0	1.0	18.0	0.0	7	0.847222222222222
NC(C=CCCC)C	0,00106	0,00101	11.0	0.0	11.0	0.0	0	0.8972727272727272
N(=C(SC)SC)C	0,00215	0,01265	13.0	1.0	12.0	2.0	0	0.7742857142857144
OC1=CC=CC2=C1C(=C)CC(N)C2	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.8866666666666667
N1=CN=C(C=C)C(=C1)C	2,4E-51	4,6E-58	226.0	7.0	230.0	3.0	0	0.9436480686695289
O=C(OCC(=CC)C(N)C)C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.8728571428571429
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.7642857142857143
N=C(N)C(OC)=CC	0,0128	0E0	7.0	0.0	0.0	0.0	2	0.0
NCCC1=CC=CC=C1	2,31E-7	0E0	65.0	15.0	0.0	0.0	2	0.0
C(=C(CC)C(C)C)C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.8
O=C(O)NC(C)C	3,24E-6	3,4E-12	48.0	10.0	55.0	3.0	0	0.8486206896551726
N(C)CCN(CC)CC	7,78E-6	1,55E-6	46.0	10.0	47.0	9.0	0	0.8750000000000002
N(=C)C(C=C)=C(C)C	1,7E-47	4,2E-55	250.0	17.0	256.0	11.0	0	0.9259925093632974
OC(=NC1C(O)=NC1S)CC	0,0128	0E0	7.0	0.0	0.0	0.0	5	0.0
O=C(C=1C=CC=C(F)C=1)N3CCC2(CN(CC)CCC2)(CC3)	0,01327	0E0	12.0	2.0	0.0	0.0	5	0.0
OC(=C)C(=CC)CN1CC2(C1)(CCN(C)CC2)	0,00198	0E0	10.0	0.0	0.0	0.0	5	0.0
O=S(=O)(C(=C)C)N1CCNCC1	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
N(=C(N(C)C)C)C	0,03233	0,03126	8.0	1.0	8.0	1.0	7	0.7711111111111112
null	0E0	0,02092	0.0	0.0	13.0	3.0	0	0.8275
OC(=NC(C(=C)C)C(C)C)C1=CC=CC=C1	0,00687	0E0	8.0	0.0	0.0	0.0	2	0.0
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.6900000000000001
N1=CC=CC=C1N2CCC2	0,00123	0,00115	14.0	1.0	14.0	1.0	7	0.7420000000000001
N=C(C1=CC=CCN1C)C	0,00647	0,00054	11.0	1.0	12.0	0.0	0	0.8891666666666665
OC1=C(OC(=CC)C(=C)C1)C(=C)C	0,0128	0,01238	7.0	0.0	7.0	0.0	0	0.9214285714285715
NCC(=CC)C(C)C	0,00561	0,00098	16.0	3.0	17.0	2.0	7	0.8515789473684209
N=C(N)NC(=N)C	2,0E-58	4,0E-88	520.0	97.0	557.0	60.0	0	0.88476499189627
null	0E0	0,03126	0.0	0.0	8.0	1.0	0	0.8044444444444444
null	0E0	0,00115	0.0	0.0	14.0	1.0	0	0.8846666666666665
C=CC1=C(C)SC(=C)C(=CC)N1CCCN(C)C	0,00057	0E0	12.0	0.0	0.0	0.0	2	0.0
N=C(NC1=CC=CC=C1)S	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.7533333333333334
null	0E0	0,03319	0.0	0.0	10.0	2.0	0	0.8266666666666667
null	0E0	0,00115	0.0	0.0	14.0	1.0	0	0.7220000000000001
CCC(CC)CC	0,00013	0,00003	33.0	7.0	34.0	6.0	7	0.8015000000000002
N(C)(C)C(CC)C(C)(C)C	0,0345	0,00617	10.0	2.0	11.0	1.0	7	0.7875
N(=C)C=1C=CC(=CC=1C)C	7,4E-49	1,2E-56	225.0	9.0	230.0	4.0	0	0.9432478632478644
C=C1C(C=CC=C1CN)=CC	0,01905	0E0	9.0	1.0	0.0	0.0	2	0.0
OC(N)=C(C)C	0,01114	0,00101	10.0	1.0	11.0	0.0	7	0.8636363636363636
N(=C(C=C)NC(C=C)=CC)C	0,00004	3,52E-6	23.0	2.0	24.0	1.0	0	0.9080000000000001
O=C(C(=C)C)N2CCC1(CN(C(=C)N)C1)CC2	0,00687	0E0	8.0	0.0	0.0	0.0	5	0.0
O(C1=CC=CC(=C1)C(=C)N)C	0,00368	0,00353	9.0	0.0	9.0	0.0	0	0.9600000000000001
FC1=CC(F)=CC(=C1)C	1,06E-9	1,2E-13	75.0	14.0	80.0	9.0	0	0.861123595505618
N=C(N)C1=CC=C(O)C=C1	0,00169	0,00039	25.0	6.0	26.0	5.0	0	0.8816129032258069
OC	3,23E-7	2,89E-7	24.0	0.0	24.0	0.0	0	0.9275000000000002
N=C(N)NC(=N)N	0,00592	0E0	18.0	4.0	0.0	0.0	5	0.0
null	0E0	2,9E-16	0.0	0.0	67.0	2.0	0	0.930869565217392
N1(C)CCCC2(C1)(CN(CC2)C(C)C)	0,01114	0E0	10.0	1.0	0.0	0.0	2	0.0
C=CC(=CC)CC(C(=C)C)N(C)(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.9183333333333333
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.88
CCC(C(C)C)C(C)(C)C	3,4E-30	5,8E-49	240.0	40.0	261.0	19.0	7	0.8762499999999998
O=S(=O)(NC(C(C=C)=CC)C1CC1(C))C(C=C)=CC	0,02386	0E0	6.0	0.0	0.0	0.0	2	0.0
OC(C)C(O)C(O)C	1,1E-42	2,0E-55	230.0	17.0	240.0	7.0	7	0.909514170040485
OC(=C(C=C)CN(C)C)C	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.8325
null	0E0	3,30E-7	0.0	0.0	28.0	1.0	0	0.8006896551724138
O=C(O)CC(N)C	5,65E-9	6,7E-16	69.0	13.0	77.0	5.0	7	0.8800000000000004
O=C(OC(C)(C)C)N1CC4=C2C(CCC3C(OCC)OCC1(C)C23)C(CO)C(COC)C4CC	0,00368	0E0	9.0	0.0	0.0	0.0	5	0.0
null	0E0	0,01334	0.0	0.0	14.0	3.0	0	0.7382352941176472
OCC(O)C(O)C	0,01905	0,00189	9.0	1.0	10.0	0.0	7	0.9
C1=CC=C(C(=C1)CN(C)C)Cl	0,00057	0E0	12.0	0.0	0.0	0.0	2	0.0
N=C(C1=CN(C(=C)C1(=C))C)C	1,7E-11	2,3E-15	56.0	4.0	59.0	1.0	0	0.9150000000000004
C=CC(=CC)C(C)(C)CC(C)(C)C	0,00057	0E0	12.0	0.0	0.0	0.0	5	0.0
OC(=C)C(=CC)CN(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8233333333333333
O=C(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)N2CCC(CC)(CC)CC2	1,84E-7	0E0	36.0	3.0	0.0	0.0	5	0.0
null	0E0	1,50E-7	0.0	0.0	52.0	9.0	0	0.8098360655737707
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.6866666666666666
N1(C)C2CCCC1CC2	0,01905	0E0	9.0	1.0	0.0	0.0	5	0.0
C=1C=C(C=C(C=1)C)N2CCC3(C2)(CN(C)CCC3)	0,00687	0,00661	8.0	0.0	8.0	0.0	0	0.8975
OC(N2C=NC1=C(N=CN=C12)NC(C)C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
N=C(N)C=1C=CC=2OCOC=2(C=1)	3,23E-7	0E0	24.0	0.0	0.0	0.0	2	0.0
O=CC	0,00177	0E0	16.0	2.0	0.0	0.0	5	0.0
null	0E0	0,00234	0.0	0.0	22.0	5.0	0	0.7770370370370371
OC(C)C(OC)C(C)C	0,0004	0,00037	16.0	1.0	16.0	1.0	7	0.8629411764705882
O(C)CCN(C)C	1,8E-27	0E0	124.0	5.0	0.0	0.0	2	0.0
O(C=1C=CC(=CC=1Cl)C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8016666666666667
O=S(=O)(C=C)C(=C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2	0.0
N=C(N)C(C=C)=CC	1,1E-25	7,0E-32	185.0	27.0	192.0	20.0	0	0.8996698113207542
C1=CC=C2C=C(C=CC2(=C1))C	0,00915	0,00362	17.0	4.0	21.0	5.0	0	0.7826923076923076
C=1C=C(C=C(C=1)C)N2CC3(C2)(CCN(C)CC3)	0,00592	0E0	18.0	4.0	0.0	0.0	2	0.0
OC(C(=C)C)(C)C(C)C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.9128571428571429
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.6433333333333332
O=C(C(C(=N)C)=C(O)C)N1CCC2(CC1)(CCN(CC)CC2)	0,0345	0E0	10.0	2.0	0.0	0.0	5	0.0
O=C(C1=CC=CN1C)N2CCC3(CC2)(CCN(CC)CC3)	0,0345	0,02319	10.0	2.0	6.0	0.0	7	0.87
null	0E0	0,00096	0.0	0.0	24.0	5.0	0	0.779310344827586
FC(F)(F)C1=CC=CC(=C1)C	0,0005	0,00353	21.0	3.0	9.0	0.0	0	0.6233333333333334
C=CC(=CC)CCN(C)C	3,17E-8	0E0	74.0	17.0	0.0	0.0	2	0.0
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.7885714285714286
N=C(O)CN(C)C	0,00037	0,00034	24.0	4.0	24.0	4.0	7	0.8139285714285714
O=C(N3CCC2(CN(CC1=CC=NC=C1)C2)CC3)C	0,00687	0E0	8.0	0.0	0.0	0.0	2	0.0
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.8499999999999999
N=C1NC(=CS1)C	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.87
N=C(O)C(C)C(C)C	5,03E-6	7,3E-11	47.0	10.0	53.0	4.0	0	0.8373684210526317
O=S(=O)(NC(=N)N)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8683333333333333
N=C(O)N(C=C)CC	0,03233	0,00353	8.0	1.0	9.0	0.0	7	0.8477777777777779
OC(O)C(OC)C(O)C	0,00198	0,00189	10.0	0.0	10.0	0.0	7	0.8620000000000001
C=CC=1C(=CNC=1C)CCN	9,5E-14	2,9E-17	72.0	6.0	75.0	3.0	0	0.9010256410256414
null	0E0	7,4E-26	0.0	0.0	233.0	47.0	0	0.8565714285714279
OC(=NC)CC(N=C(O)C(C)C)CC(=CN)C(=C)C	1,65E-7	0E0	42.0	5.0	0.0	0.0	5	0.0
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.655
null	0E0	5,51E-7	0.0	0.0	56.0	12.0	0	0.8174999999999999
N#CC(=CC(C=C)=CC)C(=N)O	0,0345	0,00054	10.0	2.0	12.0	0.0	0	0.8916666666666666
O=C(C1=C(O)C=C(O)C=C1(O))C	0,01114	0,01067	10.0	1.0	10.0	1.0	0	0.8181818181818182
null	0E0	0,00189	0.0	0.0	10.0	0.0	0	0.7569999999999999
null	0E0	3,30E-7	0.0	0.0	28.0	1.0	0	0.8006896551724138
OC1=CC=C2C(=C1)CCNC2C	0,00391	0E0	21.0	5.0	0.0	0.0	5	0.0
NCCSS	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.9242857142857143
O=C(NC1=CC=C(O)C=C1)N2CCC(C)(C)C2	0,00647	0E0	11.0	1.0	0.0	0.0	5	0.0
O=S(=O)(N)CC	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.77
O(CC=C(C)C)C(C)C	0,01905	0,00189	9.0	1.0	10.0	0.0	7	0.844
null	0E0	0,0002	0.0	0.0	20.0	2.0	0	0.7640909090909092
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.69
N=C(C(N=C)=C(N)N)S	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8333333333333334
N=C(N)C(=CN)C=1C=CC=C(O)C=1	0,00123	0,00008	14.0	1.0	15.0	0.0	0	0.9340000000000004
null	0E0	0,00224	0.0	0.0	20.0	4.0	0	0.8691666666666666
null	0E0	0,00527	0.0	0.0	16.0	3.0	0	0.7742105263157896
O(C(C)C)C(C)C	0,00009	1,00E-7	27.0	4.0	30.0	1.0	7	0.8848387096774194
NCC(CC)CC	0,00379	0,00353	19.0	4.0	19.0	4.0	7	0.8669565217391305
N=C(CN1CCCC(C)(C)C1)S	0,02151	0,00029	11.0	2.0	13.0	0.0	7	0.8753846153846153
N=C(N)NCCCCC	0,02386	0E0	6.0	0.0	0.0	0.0	2	0.0
null	0E0	0,00021	0.0	0.0	25.0	4.0	0	0.7872413793103448
O=C1C=CC(C=C1)(C)C	4,73E-6	1,25E-8	27.0	2.0	29.0	0.0	7	0.926551724137931
CCC(CC)N(C)(C)C	0,00016	0,00015	14.0	0.0	14.0	0.0	7	0.914285714285714
OCC(C)(C)C	0,00368	0,00353	9.0	0.0	9.0	0.0	7	0.8799999999999998
null	0E0	8,5E-17	0.0	0.0	165.0	38.0	0	0.8943842364532023
N=C(N)SC=C	0,00892	0,00166	15.0	3.0	16.0	2.0	7	0.826111111111111
O=S(=O)(N2CCC1(CCN(CC)CC1)CC2)C	0,00106	0E0	11.0	0.0	0.0	0.0	5	0.0
C=C(C1=CC=CC=C1CN(C)C)C	8,24E-6	0E0	26.0	2.0	0.0	0.0	2	0.0
O(C(C=C)=C(C)C)C	3,6E-10	1,45E-9	70.0	11.0	69.0	12.0	0	0.9129629629629629
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.812857142857143
O=S(=O)(NC(=C)C)C	2,5E-15	1,6E-17	85.0	8.0	87.0	6.0	0	0.9109677419354832
CC1CCC(C)(C(C)C1)C(C)(C)C	0,00373	0,00029	12.0	1.0	13.0	0.0	7	0.9346153846153846
N=C(O)N(C(=C)N)C	0,00033	0E0	33.0	8.0	0.0	0.0	5	0.0
null	0E0	0,01265	0.0	0.0	12.0	2.0	0	0.8542857142857142
N=C(N)NN=C	0,03233	0,03126	8.0	1.0	8.0	1.0	7	0.8122222222222224
N(N)=C(N(N)C)SCC(=C)C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.9171428571428571
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.955
NC(C)(C)C	0,00049	4,48E-8	30.0	7.0	35.0	2.0	7	0.8675675675675676
O=C(O)CS	0,00391	0E0	21.0	5.0	0.0	0.0	5	0.0
OCC(N)C	5,94E-6	1,36E-8	53.0	13.0	57.0	9.0	7	0.875757575757576
C=C(C(=CC)CN(C)C)C	1,6E-22	7,8E-30	122.0	10.0	128.0	4.0	0	0.9124242424242427
N=C(N)C(=CC)C(=C)N	1,0E-54	4,4E-61	248.0	9.0	252.0	5.0	0	0.9405836575875492
C=C(C)C(NC)C1CC1(CC)	0,00037	0,00202	19.0	2.0	18.0	3.0	0	0.8780952380952382
N=C(O)C3CN(C)C4CC2=CNC1=CC=CC(=C12)C4(C3)	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.8485714285714285
null	0E0	0,00155	0.0	0.0	25.0	6.0	0	0.770967741935484
N=C1N=C(O)C=C(N)N1	0,00123	0E0	14.0	1.0	0.0	0.0	5	0.0
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.6933333333333334
N1=CC=CC2=CC=CC=C12	0,02151	0E0	11.0	2.0	0.0	0.0	2	0.0
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.7914285714285715
O=C(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)N2CCCC3(C2)(CN(C(=C)C)CC3)	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.815
N=CNC=C	2,0E-57	6,9E-66	357.0	37.0	365.0	29.0	0	0.9258375634517738
C1=C(C=C(C=C1C)C(C)(C)C)C	0,00001	2,99E-8	36.0	6.0	39.0	3.0	7	0.8157142857142856
null	0E0	2,4E-11	0.0	0.0	67.0	8.0	0	0.8358666666666668
O=C1C(=C)CC(O)(C)C(CC)C1N(C)C	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.8900000000000001
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.785
O(C)C(C)C(N)C	0,00368	0,00353	9.0	0.0	9.0	0.0	7	0.8422222222222223
OCC1=CC=CC=C1	3,0E-12	2,3E-19	90.0	15.0	98.0	7.0	0	0.8623809523809522
N=C(C1=CC=CS1)C	5,1E-17	1,4E-20	89.0	7.0	92.0	4.0	0	0.9094791666666664
OC(=C)C(=CC)C(O)=C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.9283333333333332
OC1CCC(C)(C)CC1	3,09E-7	3,6E-12	38.0	4.0	42.0	0.0	7	0.885
C=C(C)CN1CCCCC1	1,1E-10	4,3E-14	75.0	12.0	79.0	8.0	7	0.8426436781609199
OC(=C)C(=CC)CN1CC(C1)(CC)CC	0,0128	0E0	7.0	0.0	0.0	0.0	5	0.0
FC=1C=CC(=CC=1(F))C	0,00368	0,00353	9.0	0.0	9.0	0.0	0	0.9566666666666666
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.845
O=C(N(C(=N)C)CC)C	1,0E-93	7,E-140	589.0	61.0	629.0	21.0	0	0.9098307692307686
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.8957142857142857
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.6549999999999999
O1CCCC1C	2,0E-15	0E0	79.0	6.0	0.0	0.0	2	0.0
NCCN1CCNCC1	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.8175000000000001
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.8325
OC(=NC)OCC(=C)C	9,90E-8	7,5E-11	43.0	5.0	46.0	2.0	0	0.8512500000000002
OC(C)(C)C(OC)C(C)C	0,00215	0,00015	13.0	1.0	14.0	0.0	7	0.8928571428571427
O1CCN(CC1)CCN	4,62E-7	5,30E-8	40.0	5.0	41.0	4.0	0	0.9106666666666671
null	0E0	1,7E-10	0.0	0.0	83.0	16.0	0	0.877777777777778
null	0E0	0,00101	0.0	0.0	11.0	0.0	0	0.8972727272727272
null	0E0	0,00075	0.0	0.0	20.0	3.0	0	0.8469565217391305
null	0E0	0,00101	0.0	0.0	11.0	0.0	0	0.8690909090909091
null	0E0	0,00554	0.0	0.0	18.0	4.0	0	0.7495454545454546
OC(=NC(C)C)N1CCCC2(C1)(CCN(C)CC2)	0,03233	0,00353	8.0	1.0	9.0	0.0	7	0.8755555555555555
null	0E0	0,00008	0.0	0.0	38.0	9.0	0	0.7955319148936169
null	0E0	0,00002	0.0	0.0	17.0	0.0	0	0.7600000000000002
