Smiles	p_value_original	p_value_trained	active_entry_original	inactive_entry_original	active_entry_trained	inactive_entry_trained	category
FC1=CC=C(C=C1)NC	2,22E-9	0E0	32.0	0.0	0.0	0.0	2
OC(C(=C)N)=C(C)C	0,01905	0E0	9.0	1.0	0.0	0.0	5
C=1C=C(C=CC=1N(C)C)C	3,6E-10	0E0	91.0	20.0	0.0	0.0	2
O(C1=CC=C(C=C1)CC)C(=C)C	0,0128	0E0	7.0	0.0	0.0	0.0	5
OC(OC(C)C)(C)C	4,62E-7	0E0	40.0	5.0	0.0	0.0	5
FC=2C=CC=C(N=C(O)N1CC(C1)(CC)CC)C=2	0,01327	0E0	12.0	2.0	0.0	0.0	5
OC1(C)(CCC(C(C)C)C1(C)(C))	0,00014	0E0	35.0	8.0	0.0	0.0	5
O=C(N(C)C)CO	7,16E-8	0E0	54.0	9.0	0.0	0.0	5
O=C(C1=CC2=C(N1CC(=N)N)CCC2C)N(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
N(C(=C(C)C)C)C	0,0003	0E0	29.0	6.0	0.0	0.0	2
N(=C(NN)NC)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(C=1C(=NOC=1C)C)N3CCC2(CN(CC)CCC2)(CC3)	0,00198	0E0	10.0	0.0	0.0	0.0	5
N(=C)CCCC(N)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
C=CC(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
C=1C=C(C=CC=1C)CC	0,00811	0E0	13.0	2.0	0.0	0.0	5
NN(C)CCN	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(O)C(=CC)CC	0,0128	0E0	7.0	0.0	0.0	0.0	5
O	3,23E-7	0E0	24.0	0.0	19594.0	0.0	1
NC(=CSC)C	0,00379	0E0	19.0	4.0	0.0	0.0	5
O=S(=O)(O)CC	0,00687	0E0	8.0	0.0	0.0	0.0	5
FC=2C=CC=C(N=C(O)N1CCC(C)(C)CC1)C=2	0,00811	0E0	13.0	2.0	0.0	0.0	5
OC(C)CN(C)(C)C	0,00009	0E0	15.0	0.0	0.0	0.0	5
N=CN(C(=C)N)C(O)C	0,00217	0E0	18.0	3.0	0.0	0.0	5
OC(C)(C)C(N(C)C)C(C)(C)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
OC(C(C)C)C(O)(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(C(=N)C)N2CCC1(CN(CC)CCC1)(CC2)	0,0345	0E0	10.0	2.0	0.0	0.0	5
NC(C)SCC	0,00002	0E0	24.0	2.0	0.0	0.0	5
C1=CC=C(C=C1)Cl	6,93E-8	0E0	70.0	16.0	0.0	0.0	2
C1=CC=C(C=C1)N(C)C	6,3E-20	0E0	71.0	0.0	0.0	0.0	2
FC(F)(F)C=1C=C(C=C(C=1)C(F)(F)F)CO	0,02386	0E0	6.0	0.0	0.0	0.0	2
N(=C)C(=CN)C	3,9E-12	0E0	62.0	5.0	0.0	0.0	2
OC=1C=CC(=CC=1C(C)(C)C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
N=NNN=C	0,0345	0E0	10.0	2.0	0.0	0.0	5
O=C(O)C(O)(C)C	0,01114	0E0	10.0	1.0	0.0	0.0	5
OC(C)C(N(C)C)CC	0,00004	0E0	23.0	2.0	0.0	0.0	5
O(C(=CC)CN)C	1,68E-7	0E0	70.0	17.0	0.0	0.0	2
O=S(=O)(C1=CC=CC=C1)N3CCCC2(CN(CC)CC2)(C3)	0,0345	0E0	10.0	2.0	0.0	0.0	2
OC(N2C=NC1=C(N=CN=C12)N)C	2,07E-7	0E0	29.0	1.0	0.0	0.0	5
O=S(=O)(NC(=C)N)C(C=C)=CC	0,01327	0E0	12.0	2.0	0.0	0.0	5
OC(=NC(C)C)CC(N)C	5,6E-18	0E0	175.0	39.0	0.0	0.0	5
NCCCCCN	0,02386	0E0	6.0	0.0	0.0	0.0	5
N(=C)C(=NC)N(C)C	1,0E-31	0E0	357.0	88.0	0.0	0.0	2
N=C(N)C=CN	1,0E-30	0E0	163.0	12.0	0.0	0.0	2
FC1=CC=C(C=C1)CN	1,22E-6	0E0	61.0	15.0	0.0	0.0	2
N=C(O)N1CC(C1)(CC)CC	5,6E-10	0E0	90.0	20.0	0.0	0.0	5
C=C1C=CC(=CC)C(=C)C1	0,02386	0E0	6.0	0.0	0.0	0.0	2
N=C(C)CCC	8,7E-13	0E0	100.0	18.0	0.0	0.0	2
O=C(O)C(=C)N	3,86E-7	0E0	43.0	6.0	0.0	0.0	5
OC(C)C(C)C(O)C	1,94E-8	0E0	33.0	1.0	0.0	0.0	5
O=C(O)C(N=C(O)C(=C)C)CC	0,02386	0E0	6.0	0.0	0.0	0.0	5
N=C(N(CC)CC)C	1,5E-14	0E0	101.0	15.0	0.0	0.0	2
O=C(C1=CC=C(C=C1)C(=C)N)N(C)C	0,01905	0E0	9.0	1.0	0.0	0.0	2
N(C)C(CC)C(C)C	5,93E-8	0E0	66.0	14.0	0.0	0.0	5
C=CC(=CN)CN	4,0E-10	0E0	62.0	8.0	0.0	0.0	2
N(=C(C=C)N(C)C)C	5,4E-16	0E0	78.0	5.0	0.0	0.0	2
OP	4,7E-29	0E0	169.0	16.0	0.0	0.0	5
CC(C)CC(C)C	1,7E-13	0E0	101.0	17.0	0.0	0.0	5
O=C(O)N1CCC2(CC1)(CCN(C(O)=NC(=C)C)CC2)	0,0345	0E0	10.0	2.0	0.0	0.0	5
OC(C(C=C)=CC)CNC	0,00492	0E0	14.0	2.0	0.0	0.0	5
O=C(C(=C)C)C(O)(O)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
OC=1C=C(OC)C=CC=1CN	2,0E-16	0E0	58.0	0.0	0.0	0.0	2
O=C(O)N2CCC1(CCNCC1)CC2	5,42E-7	0E0	52.0	10.0	0.0	0.0	5
C=C(N)N1CC(C1)(CC)CC	2,71E-6	0E0	28.0	2.0	0.0	0.0	5
O(C)CCNC	0,00012	0E0	31.0	6.0	0.0	0.0	2
OC1=CC=C(C=C1CC)C(C)(C)C	0,00368	0E0	9.0	0.0	0.0	0.0	5
OC(=C)C1=CC=CC=C1(O)	0,02386	0E0	6.0	0.0	0.0	0.0	2
N=C(N=C(O)C(=C)N)N	0,00687	0E0	8.0	0.0	0.0	0.0	2
C1=C(C)C(C)(C)CCC1(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
OC2CCN1CC=C(C)C12	0,0128	0E0	7.0	0.0	0.0	0.0	5
C=C1NC=C(C1(=CC))CC(N)C	4,29E-9	0E0	49.0	5.0	0.0	0.0	5
OC(=NC(C)C)N1CCCC(C1)(CC)CC	0,01905	0E0	9.0	1.0	0.0	0.0	5
O=C(N1CCCC2(C1)(CN(CC2)C(C)C))C	0,03233	0E0	8.0	1.0	0.0	0.0	2
N2=C1C(=CC)N(C)CC1=C(CC2=C)[Si]	0,02386	0E0	6.0	0.0	0.0	0.0	2
OC(=NCCNC)C	0,00003	0E0	29.0	4.0	0.0	0.0	2
N1C(=C(CS)CSC1C)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
O=S(=O)(NC)C	1,1E-15	0E0	80.0	6.0	0.0	0.0	2
O=C(C(=N)C)N1CCC2(CC1)(CCN(C)CC2)	0,00111	0E0	26.0	6.0	0.0	0.0	5
C=C(N)C1=CC=C(N)C=C1	0,00198	0E0	10.0	0.0	0.0	0.0	2
O=C(C(C=C)=CC)N2CCC1(CN(C(N=C)=CC)CCC1)(CC2)	0,00687	0E0	8.0	0.0	0.0	0.0	2
N=C1N=C(O)C(N=C)=C(N)N1	0,0128	0E0	7.0	0.0	0.0	0.0	5
N=CC(C=C)=CC	0,00892	0E0	15.0	3.0	0.0	0.0	2
O=C1C(=C)C(=CC)C(=O)N1CC	0,0345	0E0	10.0	2.0	0.0	0.0	5
OC(C)COP	6,76E-7	0E0	27.0	1.0	0.0	0.0	5
O=C(N(C(=N)O)C)C	0,00022	0E0	34.0	8.0	0.0	0.0	5
O=C(OC)C4(N(C(=O)C1=CC=CC=C1)CC3CC2=C(C=C(C(=O)N(C)C)N2CC(C=C)=CC)C34)(CC5=CC=C(O)C=C5)	0,02151	0E0	11.0	2.0	0.0	0.0	5
N(=C)C(=NC)NC	1,2E-23	0E0	188.0	32.0	0.0	0.0	2
N=NNC(=N)C	0,02151	0E0	11.0	2.0	0.0	0.0	5
C=C(C=CC)[As]	0,00009	0E0	27.0	4.0	0.0	0.0	5
N=C(N)NC(=C)N	0,0007	0E0	15.0	1.0	0.0	0.0	5
C=CC(=C(C)S)Cl	0,02195	0E0	13.0	3.0	0.0	0.0	5
C=CC(C(=C)C)(C)C(C)C	0,00368	0E0	9.0	0.0	0.0	0.0	5
O=C(O)C1N(C)CCC1	0,02386	0E0	6.0	0.0	0.0	0.0	5
C1=C(C=C(C=C1C)CN(C)C)C	0,00001	0E0	36.0	6.0	0.0	0.0	5
C=C(N)N1CC2(C1)(CCN(C)CC2)	0,00057	0E0	12.0	0.0	0.0	0.0	5
NCC1=CC=CS1	1,0E-28	0E0	133.0	6.0	0.0	0.0	2
N(C)(C)C1CC1	3,2E-22	0E0	95.0	3.0	0.0	0.0	2
O=C(C=C)C(C)C	0,00647	0E0	11.0	1.0	0.0	0.0	5
C(=C(CC)C(C)(C)C)C	8,8E-12	0E0	75.0	10.0	0.0	0.0	5
O1C=CC(=C1)C	1,8E-19	0E0	75.0	1.0	0.0	0.0	2
C=C(N)C=C(C)[As]	0,02386	0E0	6.0	0.0	0.0	0.0	5
OC(C)CC=C	0,00106	0E0	11.0	0.0	0.0	0.0	5
CC1(C)(CCC(C(C)(C)C)C(C)(C)C1)	0,00057	0E0	12.0	0.0	0.0	0.0	5
CC1CC(C)(C)CCC1C(C)(C)C	8,31E-8	0E0	63.0	13.0	0.0	0.0	5
O=C(C1=CC=CN1C)N3CCC2(CN(C(=C)C)CCC2)(CC3)	0,00687	0E0	8.0	0.0	0.0	0.0	2
OC(=NC(C)C)N1CCC2(CC1)(CCN(C)CC2)	0,00592	0E0	18.0	4.0	0.0	0.0	5
N=C1NC=NC(N)=C1(N=C)	1,21E-6	0E0	26.0	1.0	0.0	0.0	5
O=C(O)C(N(C)C)CC	0,00009	0E0	15.0	0.0	0.0	0.0	5
FC1=CC=C(C=C1)C(OC)C(=C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
O=S(=O)(C(C=N)=C(N)C)N(CC)CC	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C1N(C(=C)C)C(C1)S	6,03E-7	0E0	23.0	0.0	0.0	0.0	5
OC(=C(C(=C)C)C(N)C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(O)NC(=N)N	0,02386	0E0	6.0	0.0	0.0	0.0	2
N=C(NC(=N)C)C	7,9E-93	0E0	410.0	12.0	0.0	0.0	2
N(=C)C(=NC)NC(C=C)=CC	3,8E-12	0E0	92.0	16.0	0.0	0.0	2
OC(C)C(OC)C(C)(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(C=C)C=C	0,00015	0E0	37.0	9.0	0.0	0.0	5
O=S(=O)(NC(=N)S)C(C=C)=CC	0,0345	0E0	10.0	2.0	0.0	0.0	5
OC1=C(C=C(C=C1C(C)(C)C)C)CC	0,00001	0E0	18.0	0.0	0.0	0.0	5
C=C(C)C(C)(CC)C(C)(C)C	0,00198	0E0	10.0	0.0	0.0	0.0	5
N(=C)C1=CC=CC=C1S	0,00022	0E0	20.0	2.0	0.0	0.0	2
O=C(OCC(=O)C)C	0,0128	0E0	7.0	0.0	0.0	0.0	5
O=C(C1=CC=CN1C)N2CCC3(CC2)(CCN(C(=C)C)CC3)	0,02386	0E0	6.0	0.0	0.0	0.0	2
O(C)C(CN)CC	5,0E-10	0E0	79.0	15.0	0.0	0.0	2
N1C(=C(C)CC(=C1C)C)C	0,00198	0E0	10.0	0.0	0.0	0.0	2
OC=1C=CC(C=C)=CC=1(OC)	0,0128	0E0	7.0	0.0	0.0	0.0	2
N#CC(C#N)=CC	0,01327	0E0	12.0	2.0	0.0	0.0	2
OC(=NC)C(N)(C)C	0,02151	0E0	11.0	2.0	0.0	0.0	5
O=C(N1CCCCC1)CO	5,45E-6	0E0	40.0	7.0	0.0	0.0	5
CCC(C)(C(C)C)C(C)(C)C	2,18E-6	0E0	25.0	1.0	0.0	0.0	5
OC(C)(C)C1CCC(C)CC1(C)	0,02386	0E0	6.0	0.0	0.0	0.0	5
N=C(O)N(C=C)C(O)C	0,00003	0E0	17.0	0.0	0.0	0.0	5
CCSSC	0,0345	0E0	10.0	2.0	0.0	0.0	5
N=C(N)C1=CC=CC=C1C	1,2E-22	0E0	87.0	1.0	0.0	0.0	2
O=S(=O)(N1CCCC(C)(C)C1)C	0,00096	0E0	22.0	4.0	0.0	0.0	5
C=1C=C(C=C(C=1)Cl)NC	0,00198	0E0	10.0	0.0	0.0	0.0	2
NC(C)CSC	0,00811	0E0	13.0	2.0	0.0	0.0	5
OC(O)C(O)C(O)C	9,4E-10	0E0	42.0	2.0	0.0	0.0	5
C=C(C(=CC)C(=C)Cl)C	0,00002	0E0	21.0	1.0	0.0	0.0	2
C1=CC=C(C=C1)CNC	1,4E-13	0E0	68.0	5.0	0.0	0.0	2
N=C(O)CC(N)C	1,8E-19	0E0	183.0	39.0	0.0	0.0	5
NC(C)CC(C)(C)C	0,01905	0E0	9.0	1.0	0.0	0.0	5
N=C(N)C=1N=CN(C=1(N))C	0,0345	0E0	10.0	2.0	0.0	0.0	5
N=C(NC1=CC=CC=C1)C	4,14E-9	0E0	31.0	0.0	0.0	0.0	2
OC2CCCC3(O)(C1N(CCC23(C(=C(C=C)C1)C))CC4CC4)	0,02386	0E0	6.0	0.0	0.0	0.0	5
O(C)CC=C(CN)C(C)C	0,01905	0E0	9.0	1.0	0.0	0.0	5
N=C(O)C=1N=CC(=NC=1(N))N	0,0128	0E0	7.0	0.0	0.0	0.0	2
OC(=C)C(C(O)=C)=C(C)C	0,00198	0E0	10.0	0.0	0.0	0.0	5
C=C(N)C1=CC=CC=C1Cl	0,00198	0E0	10.0	0.0	0.0	0.0	2
O=C(C(=CC)N(C)C)N2CCC1(CN(C(C=C)=CC)CCC1)(CC2)	0,00687	0E0	8.0	0.0	0.0	0.0	2
N1CCNCC1	4,5E-19	0E0	122.0	15.0	0.0	0.0	2
O=C(C=1C(=NOC=1C)C)N2CCCC3(C2)(CN(CC)CC3)	0,02386	0E0	6.0	0.0	0.0	0.0	5
N=C(C)CCC(C=C)=CC	4,5E-18	0E0	90.0	6.0	0.0	0.0	2
C1=CC=C3C(=C1)N(C2=CC=CC=C2S3)CCC	0,00892	0E0	15.0	3.0	0.0	0.0	2
OC(C)C(CC)C(O)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
OC(C)C(OC)C	1,7E-10	0E0	55.0	5.0	0.0	0.0	5
O(P)P	0,00022	0E0	17.0	1.0	0.0	0.0	5
FC(F)(F)C=1C=C(C=C(C=1)C(F)(F)F)CN	2,1E-14	0E0	108.0	18.0	0.0	0.0	5
OC(C)C(C)(C)C(C)C	0,00063	0E0	18.0	2.0	0.0	0.0	5
CCC(C)(C)C	3,90E-6	0E0	20.0	0.0	0.0	0.0	5
C1=CC=C(C=C1)CN2CCCCC2	5,47E-7	0E0	34.0	3.0	0.0	0.0	5
N=C(O)C1=NC(=C(N=C1(N))N)Cl	0,0128	0E0	7.0	0.0	0.0	0.0	2
P	4,6E-15	0E0	146.0	33.0	179.0	0.0	7
O=C(O)C1CC1(C(NC)C(=C)C)	0,00106	0E0	17.0	2.0	0.0	0.0	2
NCC1=CC(=CC=C1C)C(C)(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
NCC(C)CC	0,00003	0E0	17.0	0.0	0.0	0.0	5
O=C(O)C(C)C(O)(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
OC(=NC)C(C)(C)C	0,00811	0E0	13.0	2.0	0.0	0.0	5
NCCN(C)(C)C	2,09E-6	0E0	21.0	0.0	0.0	0.0	5
C=2C=C1NC=C3C1=C(C=2)C4CCCN(C)C4(C3)	0,00368	0E0	9.0	0.0	0.0	0.0	5
O(C(=C)C)CCCC	0,0345	0E0	10.0	2.0	0.0	0.0	2
OC(C(C=C)=C(C)Cl)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
N#CC1=CC=CC=C1	8,30E-6	0E0	48.0	11.0	0.0	0.0	5
O=C(N1CCCC(C)(C)C1)CO	0,00215	0E0	13.0	1.0	0.0	0.0	5
C1=C(C=C(C=C1C(C)(C)C)Br)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
N(C)(C)CC(C)C	8,24E-6	0E0	26.0	2.0	0.0	0.0	5
C=C1NC=C2C1=C(C)C3CCCN(C)C3(C2)	0,00368	0E0	9.0	0.0	0.0	0.0	5
OC1CC(=C)C(C)(CC1)C(C)C	0,00022	0E0	20.0	2.0	0.0	0.0	5
C=C(C)C(C(=C)C)C=1C=CC=C(N)C=1	0,0128	0E0	7.0	0.0	0.0	0.0	2
O=C(C(C=C)=CC)N1CCC2(CC1)(CCN(CC)CC2)	3,11E-8	0E0	48.0	6.0	0.0	0.0	5
CCC(C(C)(C)C)C(C)(C)C	1,17E-8	0E0	41.0	3.0	0.0	0.0	5
OC(N)C	8,1E-21	0E0	121.0	12.0	0.0	0.0	5
N(C)C(C)(C)C	2,76E-6	0E0	39.0	6.0	0.0	0.0	5
O=C(N1CCCCC1)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
OC(=NC(CC)C(C)C)CC	3,6E-10	0E0	91.0	20.0	0.0	0.0	5
O1CCN(N)CC1	0,02386	0E0	6.0	0.0	0.0	0.0	5
C1=CC=C(C(=C1)C)Cl	1,06E-8	0E0	83.0	20.0	0.0	0.0	2
CCC(C)(C(C)C)C(C)C	1,3E-13	0E0	94.0	14.0	0.0	0.0	5
N=C(NCCOC)C	4,70E-6	0E0	30.0	3.0	0.0	0.0	2
O=C(OC)C(=C(N)C)C(C)C	0,00057	0E0	12.0	0.0	0.0	0.0	2
OC=1C=CC(=CC=1(O))C=C(C)C	0,02151	0E0	11.0	2.0	0.0	0.0	2
O=C(N(C(=C)C)N(C)C)C	0,00811	0E0	13.0	2.0	0.0	0.0	5
N(=C)C(C(=C)C)=C(N)C	0,01327	0E0	12.0	2.0	0.0	0.0	2
O=C(OC)N1CCC(C)(C)CC1	0,00002	0E0	35.0	6.0	0.0	0.0	5
C=C1C(=CC=CC1)CN	0,01905	0E0	9.0	1.0	0.0	0.0	2
OC(C)C2C(N)CC1NCC(=CC)C2(C1)	0,01905	0E0	9.0	1.0	0.0	0.0	5
OC(C)(C)CCN1CCCCC1	0,02386	0E0	6.0	0.0	0.0	0.0	5
N#CC=1C=CC=C(C=1)C(=N)N	1,73E-7	0E0	25.0	0.0	0.0	0.0	2
O=C(OC)N2CCC1(CN(C(O)=NC)C1)CC2	0,00687	0E0	8.0	0.0	0.0	0.0	5
O=C(O)C4(N(C)CC3CC1=C(C=C(C(=O)N(C)C)N1CC2=CC=CC=C2)C34)(CC)	0,0345	0E0	10.0	2.0	0.0	0.0	5
O=C(N(C(=N)C)CC(=CC)C(=C)Cl)C	0,00198	0E0	10.0	0.0	0.0	0.0	2
C1=CC=C2C(=C1)NC=C2C	7,1E-13	0E0	80.0	10.0	0.0	0.0	2
FC=2C=CC=C(N=C(O)N1CCC1)C=2	0,01327	0E0	12.0	2.0	0.0	0.0	5
O=C(C)C(C)(C)C	0,00368	0E0	9.0	0.0	0.0	0.0	5
N1(CCC)CCCC1	0,00687	0E0	8.0	0.0	0.0	0.0	5
N(=C(N(C)C)S)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
N(N)=C(C=C)C=C	0,0128	0E0	7.0	0.0	0.0	0.0	5
O=C(O)C(C)C	2,1E-12	0E0	98.0	18.0	0.0	0.0	5
O1C(C=C)=C(C)CC=C1C(=C)C	0,00368	0E0	9.0	0.0	0.0	0.0	2
N(C)CC(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
C=C(N(C(=C)C)CCCN1CCN(C)CC1)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
O=C(OC)N2CC5=C3C(CCC4C(OCC=1C=CC(F)=CC=1C(F)(F)F)OCC2(C)C34)C(CO)C(C)C5CC	0,00368	0E0	9.0	0.0	0.0	0.0	5
O1C(=CC)C(=C)CC=C1C(=C)C	0,00215	0E0	13.0	1.0	0.0	0.0	2
FC(=C)C=C(F)C	5,26E-9	0E0	76.0	16.0	0.0	0.0	2
O(C)C(CC)CC	7,74E-7	0E0	60.0	14.0	0.0	0.0	5
N#CCC	8,9E-17	0E0	106.0	13.0	0.0	0.0	2
OC1=CC=C(C=C1)C(N)C	0,01905	0E0	9.0	1.0	0.0	0.0	5
O=C1CCC(C)C1(C)C	0,00811	0E0	13.0	2.0	0.0	0.0	5
NC(=C(NC)N(C)C)C	0,00057	0E0	12.0	0.0	0.0	0.0	5
OC(C=COC(O)(C)C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
C=C2C(=CC)C1=CC=CC=C1C2	0,01905	0E0	9.0	1.0	0.0	0.0	2
O=C(OC(C)C)C(C)C(O)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
N=C(O)C=1C(=NOC=1C)C	0,00003	0E0	41.0	9.0	0.0	0.0	5
C=C(N)C(C(=C)C)CC	0,02386	0E0	6.0	0.0	0.0	0.0	5
N=C(O)CC(N=C(O)CC(N)C)CCC	0,00169	0E0	25.0	6.0	0.0	0.0	5
OC(C)CC(N)C	1,7E-10	0E0	58.0	6.0	0.0	0.0	5
N=C(C=1C=CC=C(C=1)Cl)C	0,00106	0E0	11.0	0.0	0.0	0.0	2
C(=C(C)C)(N(C)C)C	0,00217	0E0	18.0	3.0	0.0	0.0	2
C=CC=CC=CC	1,82E-7	0E0	39.0	4.0	0.0	0.0	5
C=C(C=1C=CC=C(C=1)NS)C	7,72E-9	0E0	30.0	0.0	0.0	0.0	2
N=C(N)NCCCCN	0,02386	0E0	6.0	0.0	0.0	0.0	5
N=C(O)C(C)C1CC1(C)(C(N)C)	5,03E-6	0E0	47.0	10.0	0.0	0.0	2
O=C1C(=NC(=C)C(=NC)N1CC2=CC=CC=C2)C	1,11E-6	0E0	57.0	13.0	0.0	0.0	2
O=C(N)C(=O)CC	0,00368	0E0	9.0	0.0	0.0	0.0	5
OC1=CC=CC2=C1C(C)(C)CC(N)C2	0,00492	0E0	14.0	2.0	0.0	0.0	5
O=C(C1=CC=C(OC)C=C1)N2CCC(CC)(CC)CC2	0,00215	0E0	13.0	1.0	0.0	0.0	5
O(C1=CC=CC=C1CN(C)C)C	5,89E-8	0E0	44.0	5.0	0.0	0.0	5
N=C(O)CC(C)C	0,00368	0E0	9.0	0.0	0.0	0.0	5
OC(=C)C1=CC=C(O)C=C1	0,0128	0E0	7.0	0.0	0.0	0.0	2
C=C(N)C(=CC)C(C)(C)C	0,00241	0E0	20.0	4.0	0.0	0.0	5
N=C(N)N2CCC1(CCNCC1)CC2	0,00014	0E0	26.0	4.0	0.0	0.0	5
OC(O)C	0,00198	0E0	10.0	0.0	0.0	0.0	5
NC1=CC=CC(=C1)C2=CC=CC=C2	0,00002	0E0	42.0	9.0	0.0	0.0	2
FC(F)(F)C1=CC=C(C=C1)CC	0,00368	0E0	9.0	0.0	0.0	0.0	5
O=S(=O)(N2CCC1(CCN(C(O)=NC(C=C)=CC)CC1)CC2)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
N=C(N)C=1C=CC=C(C=1)NS	3,4E-10	0E0	35.0	0.0	0.0	0.0	2
O=C(N(C(=N)C)CC1=CC=CC=C1)C	0,00106	0E0	11.0	0.0	0.0	0.0	2
OC=1C=CC(=CC)C(=C)C=1	0,00217	0E0	18.0	3.0	0.0	0.0	2
N(=C1NC(C=C)=C(N1)C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
CCC1CCC(C)N1(C)(C)	0,00016	0E0	14.0	0.0	0.0	0.0	5
C=CC(C(C)C)C(C)C	0,00368	0E0	9.0	0.0	0.0	0.0	5
C=CC=C(C)[As]	0,0003	0E0	22.0	3.0	0.0	0.0	5
OC(=NC(C)C)OCC	8,15E-7	0E0	44.0	7.0	0.0	0.0	2
C=C2CN1CCC(C)(C)C1CC2	0,03233	0E0	8.0	1.0	0.0	0.0	5
C=C(C(C(=C)C)=C(N)C)C	0,01327	0E0	12.0	2.0	0.0	0.0	2
N=C(N1CCN(C)CC1)C	2,20E-9	0E0	44.0	3.0	0.0	0.0	2
N(=C1C=CNC=C1)C	0,00215	0E0	13.0	1.0	0.0	0.0	2
O=C(O)CCC(C)C	0,0128	0E0	7.0	0.0	0.0	0.0	5
OC(C)C(OC)C(O)C	1,2E-12	0E0	44.0	0.0	0.0	0.0	5
N=C(O)NC	0,01114	0E0	10.0	1.0	0.0	0.0	5
O=C(C(O)=C)C(=C)C	0,00037	0E0	24.0	4.0	0.0	0.0	2
N=C(O)CN1CCNCC1	0,0128	0E0	7.0	0.0	0.0	0.0	5
OC(=C)C=1C(O)=CC=CC=1C	0,00687	0E0	8.0	0.0	0.0	0.0	5
O=C(C(=O)C)N(C)C	0,00198	0E0	10.0	0.0	0.0	0.0	5
O=C(N1CCC2(CC1)(CCN(CC)CC2))C	4,00E-9	0E0	60.0	9.0	0.0	0.0	5
OC1CCC(C)(C(C)C)C(C)C1	4,48E-6	0E0	38.0	6.0	0.0	0.0	5
O=C(O)C4CC4(C(NP(=O)(C1=CC=CC=C1)C2=CC=CC=C2)C3=CC=CC=C3)	0,00687	0E0	8.0	0.0	0.0	0.0	5
O=C(O)NC(C1=CC=CC=C1)C2CC2(C)	0,0128	0E0	7.0	0.0	0.0	0.0	2
N(=C)C(=NC)C(=C)C	3,E-102	0E0	404.0	4.0	0.0	0.0	2
N=C(O)NC(=N)C	2,2E-66	0E0	298.0	10.0	0.0	0.0	2
FC(C)(C)C(O)CC	0,00005	0E0	16.0	0.0	0.0	0.0	5
OC(CN)CN	0,00687	0E0	8.0	0.0	0.0	0.0	5
O=C1C(=C)C(=CC)C(=O)N1C(=C)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
O(C1=CC=CC=C1N2CCN(CC2)CCC)C	0,0345	0E0	10.0	2.0	0.0	0.0	5
C1=C(C=C(C=C1C)C)C	0,0004	0E0	16.0	1.0	0.0	0.0	5
O=S(=O)(NC(=N)O)C(C=C)=CC	0,00001	0E0	18.0	0.0	0.0	0.0	5
C1=CC=C(C=C1)N2CC3(C2)(CCN(C)CC3)	0,01114	0E0	10.0	1.0	0.0	0.0	5
O=C(C(=C)C)N3CCC2(CN(C1=CC=CC=C1)C2)CC3	0,0128	0E0	7.0	0.0	0.0	0.0	5
O=C(C1=CC2=C(N1CCC(=C)N)CC(C)C2C(N)(C)C)N3CCCC3	0,02386	0E0	6.0	0.0	0.0	0.0	5
O1CCN(CN)CC1	0,02386	0E0	6.0	0.0	0.0	0.0	5
N(=C(C(=C)C)N(N)C)C	0,03233	0E0	8.0	1.0	0.0	0.0	2
OC=1C=CC(=C(OC)C=1)CN	2,0E-16	0E0	58.0	0.0	0.0	0.0	2
NCCN(C)S	0,00022	0E0	20.0	2.0	0
